																
grün1			Rot1			Rot2			Türkis			violett			violettx2	
&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %
-0.275	16.7		-0.275	20.7		-0.275	15.8		-0.275	15.4		-0.275	16.2		-0.275	16.4
-0.278	16.7		-0.278	20.7		-0.278	15.8		-0.278	15.4		-0.278	16.2		-0.278	16.4
-0.281	16.6		-0.281	20.7		-0.281	15.8		-0.281	15.4		-0.281	16.2		-0.281	16.4
-0.283	16.6		-0.283	20.7		-0.283	15.8		-0.283	15.4		-0.283	16.2		-0.283	16.3
-0.286	16.6		-0.286	20.7		-0.286	15.8		-0.286	15.4		-0.286	16.2		-0.286	16.4
-0.289	16.6		-0.289	20.7		-0.289	15.8		-0.289	15.4		-0.289	16.2		-0.289	16.3
-0.291	16.6		-0.291	20.6		-0.291	15.8		-0.291	15.4		-0.291	16.2		-0.291	16.3
-0.294	16.6		-0.294	20.6		-0.294	15.8		-0.294	15.4		-0.294	16.2		-0.294	16.3
-0.297	16.6		-0.297	20.6		-0.297	15.8		-0.297	15.4		-0.297	16.2		-0.297	16.3
-0.299	16.5		-0.299	20.6		-0.299	15.8		-0.299	15.4		-0.299	16.2		-0.299	16.2
-0.302	16.5		-0.302	20.6		-0.302	15.8		-0.302	15.4		-0.302	16.1		-0.302	16.2
-0.305	16.5		-0.305	20.6		-0.305	15.8		-0.305	15.4		-0.305	16.2		-0.305	16.2
-0.307	16.5		-0.307	20.6		-0.307	15.8		-0.307	15.4		-0.307	16.2		-0.307	16.2
-0.310	16.5		-0.310	20.6		-0.310	15.8		-0.310	15.4		-0.310	16.2		-0.310	16.2
-0.313	16.5		-0.313	20.6		-0.313	15.8		-0.313	15.4		-0.313	16.2		-0.313	16.2
-0.316	16.5		-0.316	20.6		-0.316	15.8		-0.316	15.4		-0.316	16.2		-0.316	16.2
-0.318	16.5		-0.318	20.6		-0.318	15.8		-0.318	15.4		-0.318	16.2		-0.318	16.2
-0.321	16.5		-0.321	20.6		-0.321	15.8		-0.321	15.4		-0.321	16.2		-0.321	16.2
-0.324	16.5		-0.324	20.6		-0.324	15.8		-0.324	15.4		-0.324	16.2		-0.324	16.2
-0.326	16.5		-0.326	20.6		-0.326	15.8		-0.326	15.4		-0.326	16.2		-0.326	16.2
-0.329	16.5		-0.329	20.6		-0.329	15.8		-0.329	15.4		-0.329	16.2		-0.329	16.2
-0.332	16.5		-0.332	20.6		-0.332	15.8		-0.332	15.4		-0.332	16.2		-0.332	16.2
-0.334	16.5		-0.334	20.6		-0.334	15.8		-0.334	15.4		-0.334	16.2		-0.334	16.2
-0.337	16.4		-0.337	20.6		-0.337	15.8		-0.337	15.4		-0.337	16.2		-0.337	16.2
-0.340	16.5		-0.340	20.6		-0.340	15.8		-0.340	15.4		-0.340	16.2		-0.340	16.2
-0.342	16.5		-0.342	20.6		-0.342	15.9		-0.342	15.4		-0.342	16.2		-0.342	16.2
-0.345	16.5		-0.345	20.6		-0.345	15.9		-0.345	15.4		-0.345	16.2		-0.345	16.2
-0.348	16.4		-0.348	20.6		-0.348	16.0		-0.348	15.4		-0.348	16.2		-0.348	16.2
-0.350	16.4		-0.350	20.6		-0.350	16.1		-0.350	15.4		-0.350	16.2		-0.350	16.2
-0.353	16.4		-0.353	20.6		-0.353	16.1		-0.353	15.4		-0.353	16.2		-0.353	16.2
-0.356	16.4		-0.356	20.6		-0.356	16.2		-0.356	15.4		-0.356	16.2		-0.356	16.2
-0.358	16.4		-0.358	20.6		-0.358	16.3		-0.358	15.4		-0.358	16.2		-0.358	16.2
-0.361	16.4		-0.361	20.6		-0.361	16.5		-0.361	15.4		-0.361	16.2		-0.361	16.2
-0.364	16.4		-0.364	20.6		-0.364	16.6		-0.364	15.4		-0.364	16.1		-0.364	16.1
-0.366	16.4		-0.366	20.5		-0.366	16.7		-0.366	15.4		-0.366	16.1		-0.366	16.1
-0.369	16.4		-0.369	20.5		-0.369	16.7		-0.369	15.4		-0.369	16.2		-0.369	16.1
-0.372	16.4		-0.372	20.5		-0.372	16.8		-0.372	15.4		-0.372	16.2		-0.372	16.2
-0.374	16.4		-0.374	20.5		-0.374	16.8		-0.374	15.4		-0.374	16.1		-0.374	16.1
-0.377	16.4		-0.377	20.5		-0.377	16.9		-0.377	15.4		-0.377	16.2		-0.377	16.2
-0.380	16.4		-0.380	20.5		-0.380	17.2		-0.380	15.4		-0.380	16.2		-0.380	16.2
-0.382	16.4		-0.382	20.5		-0.382	17.4		-0.382	15.4		-0.382	16.2		-0.382	16.2
-0.385	16.4		-0.385	20.5		-0.385	17.6		-0.385	15.4		-0.385	16.2		-0.385	16.2
-0.388	16.4		-0.388	20.5		-0.388	17.6		-0.388	15.4		-0.388	16.2		-0.388	16.2
-0.390	16.4		-0.390	20.5		-0.390	17.7		-0.390	15.4		-0.390	16.2		-0.390	16.2
-0.393	16.4		-0.393	20.5		-0.393	17.7		-0.393	15.4		-0.393	16.2		-0.393	16.2
-0.396	16.4		-0.396	20.5		-0.396	17.7		-0.396	15.4		-0.396	16.2		-0.396	16.2
-0.398	16.4		-0.398	20.5		-0.398	17.8		-0.398	15.4		-0.398	16.2		-0.398	16.2
-0.401	16.4		-0.401	20.5		-0.401	17.8		-0.401	15.4		-0.401	16.2		-0.401	16.2
-0.404	16.4		-0.404	20.5		-0.404	17.8		-0.404	15.4		-0.404	16.2		-0.404	16.2
-0.406	16.4		-0.406	20.5		-0.406	17.7		-0.406	15.4		-0.406	16.2		-0.406	16.2
-0.409	16.4		-0.409	20.5		-0.409	17.8		-0.409	15.4		-0.409	16.2		-0.409	16.2
-0.412	16.4		-0.412	20.5		-0.412	17.8		-0.412	15.4		-0.412	16.1		-0.412	16.1
-0.414	16.4		-0.414	20.5		-0.414	17.8		-0.414	15.4		-0.414	16.2		-0.414	16.1
-0.417	16.4		-0.417	20.5		-0.417	17.8		-0.417	15.4		-0.417	16.2		-0.417	16.2
-0.420	16.4		-0.420	20.5		-0.420	17.8		-0.420	15.4		-0.420	16.2		-0.420	16.2
-0.422	16.4		-0.422	20.5		-0.422	17.8		-0.422	15.4		-0.422	16.2		-0.422	16.2
-0.425	16.4		-0.425	20.5		-0.425	17.8		-0.425	15.4		-0.425	16.2		-0.425	16.2
-0.428	16.4		-0.428	20.5		-0.428	17.8		-0.428	15.4		-0.428	16.2		-0.428	16.2
-0.430	16.4		-0.430	20.5		-0.430	17.8		-0.430	15.4		-0.430	16.2		-0.430	16.2
-0.433	16.4		-0.433	20.5		-0.433	17.8		-0.433	15.4		-0.433	16.2		-0.433	16.2
-0.436	16.4		-0.436	20.5		-0.436	17.8		-0.436	15.4		-0.436	16.2		-0.436	16.2
-0.438	16.4		-0.438	20.5		-0.438	17.8		-0.438	15.4		-0.438	16.2		-0.438	16.2
-0.441	16.4		-0.441	20.5		-0.441	17.8		-0.441	15.4		-0.441	16.2		-0.441	16.2
-0.444	16.4		-0.444	20.5		-0.444	17.8		-0.444	15.4		-0.444	16.2		-0.444	16.2
-0.447	16.4		-0.447	20.5		-0.447	17.8		-0.447	15.4		-0.447	16.2		-0.447	16.2
-0.449	16.4		-0.449	20.5		-0.449	17.8		-0.449	15.4		-0.449	16.2		-0.449	16.2
-0.452	16.4		-0.452	20.5		-0.452	17.7		-0.452	15.4		-0.452	16.2		-0.452	16.3
-0.455	16.4		-0.455	20.5		-0.455	17.7		-0.455	15.4		-0.455	16.2		-0.455	16.3
-0.457	16.4		-0.457	20.5		-0.457	17.7		-0.457	15.4		-0.457	16.2		-0.457	16.3
-0.460	16.4		-0.460	20.5		-0.460	17.6		-0.460	15.4		-0.460	16.2		-0.460	16.3
-0.463	16.4		-0.463	20.5		-0.463	17.5		-0.463	15.4		-0.463	16.2		-0.463	16.4
-0.465	16.4		-0.465	20.5		-0.465	17.4		-0.465	15.4		-0.465	16.2		-0.465	16.4
-0.468	16.4		-0.468	20.5		-0.468	17.2		-0.468	15.4		-0.468	16.2		-0.468	16.4
-0.471	16.4		-0.471	20.5		-0.471	17.0		-0.471	15.4		-0.471	16.2		-0.471	16.4
-0.473	16.4		-0.473	20.5		-0.473	16.9		-0.473	15.4		-0.473	16.2		-0.473	16.4
-0.476	16.4		-0.476	20.6		-0.476	16.9		-0.476	15.4		-0.476	16.2		-0.476	16.5
-0.479	16.4		-0.479	20.6		-0.479	16.8		-0.479	15.4		-0.479	16.2		-0.479	16.5
-0.481	16.4		-0.481	20.6		-0.481	16.8		-0.481	15.4		-0.481	16.2		-0.481	16.5
-0.484	16.4		-0.484	20.6		-0.484	16.8		-0.484	15.4		-0.484	16.2		-0.484	16.5
-0.487	16.4		-0.487	20.6		-0.487	16.7		-0.487	15.4		-0.487	16.2		-0.487	16.5
-0.489	16.4		-0.489	20.6		-0.489	16.5		-0.489	15.4		-0.489	16.2		-0.489	16.5
-0.492	16.4		-0.492	20.6		-0.492	16.3		-0.492	15.4		-0.492	16.2		-0.492	16.5
-0.495	16.4		-0.495	20.6		-0.495	16.2		-0.495	15.4		-0.495	16.2		-0.495	16.5
-0.497	16.4		-0.497	20.6		-0.497	16.1		-0.497	15.4		-0.497	16.2		-0.497	16.5
-0.500	16.4		-0.500	20.6		-0.500	16.1		-0.500	15.4		-0.500	16.2		-0.500	16.5
-0.503	16.4		-0.503	20.6		-0.503	16.0		-0.503	15.4		-0.503	16.2		-0.503	16.5
-0.505	16.4		-0.505	20.6		-0.505	16.0		-0.505	15.4		-0.505	16.2		-0.505	16.5
-0.508	16.4		-0.508	20.6		-0.508	16.0		-0.508	15.5		-0.508	16.2		-0.508	16.5
-0.511	16.4		-0.511	20.6		-0.511	16.0		-0.511	15.5		-0.511	16.3		-0.511	16.5
-0.513	16.4		-0.513	20.6		-0.513	16.0		-0.513	15.5		-0.513	16.3		-0.513	16.5
-0.516	16.4		-0.516	20.6		-0.516	16.0		-0.516	15.5		-0.516	16.3		-0.516	16.5
-0.519	16.4		-0.519	20.6		-0.519	16.0		-0.519	15.4		-0.519	16.3		-0.519	16.5
-0.521	16.4		-0.521	20.6		-0.521	15.9		-0.521	15.4		-0.521	16.3		-0.521	16.5
-0.524	16.4		-0.524	20.6		-0.524	16.0		-0.524	15.4		-0.524	16.3		-0.524	16.5
-0.527	16.4		-0.527	20.6		-0.527	15.9		-0.527	15.4		-0.527	16.3		-0.527	16.5
-0.529	16.4		-0.529	20.6		-0.529	15.9		-0.529	15.4		-0.529	16.3		-0.529	16.5
-0.532	16.4		-0.532	20.6		-0.532	15.9		-0.532	15.5		-0.532	16.3		-0.532	16.5
-0.535	16.4		-0.535	20.6		-0.535	15.9		-0.535	15.4		-0.535	16.3		-0.535	16.5
-0.537	16.4		-0.537	20.6		-0.537	15.9		-0.537	15.4		-0.537	16.3		-0.537	16.5
-0.540	16.4		-0.540	20.6		-0.540	15.9		-0.540	15.4		-0.540	16.3		-0.540	16.5
-0.543	16.4		-0.543	20.6		-0.543	15.9		-0.543	15.5		-0.543	16.3		-0.543	16.5
-0.545	16.4		-0.545	20.6		-0.545	15.9		-0.545	15.4		-0.545	16.3		-0.545	16.5
-0.548	16.4		-0.548	20.6		-0.548	15.9		-0.548	15.4		-0.548	16.3		-0.548	16.5
-0.551	16.4		-0.551	20.6		-0.551	15.9		-0.551	15.5		-0.551	16.3		-0.551	16.5
-0.553	16.4		-0.553	20.6		-0.553	15.9		-0.553	15.5		-0.553	16.3		-0.553	16.5
-0.556	16.4		-0.556	20.6		-0.556	15.9		-0.556	15.5		-0.556	16.3		-0.556	16.5
-0.559	16.4		-0.559	20.6		-0.559	15.9		-0.559	15.5		-0.559	16.3		-0.559	16.5
-0.561	16.4		-0.561	20.6		-0.561	15.9		-0.561	15.4		-0.561	16.3		-0.561	16.5
-0.564	16.4		-0.564	20.6		-0.564	15.9		-0.564	15.4		-0.564	16.3		-0.564	16.5
-0.567	16.4		-0.567	20.6		-0.567	15.9		-0.567	15.4		-0.567	16.3		-0.567	16.5
-0.570	16.4		-0.570	20.6		-0.570	15.9		-0.570	15.4		-0.570	16.3		-0.570	16.5
-0.572	16.4		-0.572	20.6		-0.572	15.9		-0.572	15.4		-0.572	16.3		-0.572	16.5
-0.575	16.4		-0.575	20.6		-0.575	15.9		-0.575	15.4		-0.575	16.3		-0.575	16.5
-0.578	16.4		-0.578	20.6		-0.578	15.9		-0.578	15.4		-0.578	16.3		-0.578	16.5
-0.580	16.4		-0.580	20.6		-0.580	15.9		-0.580	15.5		-0.580	16.3		-0.580	16.5
-0.583	16.4		-0.583	20.6		-0.583	15.9		-0.583	15.4		-0.583	16.3		-0.583	16.5
-0.586	16.4		-0.586	20.6		-0.586	15.9		-0.586	15.4		-0.586	16.3		-0.586	16.5
-0.588	16.4		-0.588	20.6		-0.588	15.9		-0.588	15.5		-0.588	16.4		-0.588	16.5
-0.591	16.4		-0.591	20.7		-0.591	15.9		-0.591	15.5		-0.591	16.5		-0.591	16.5
-0.594	16.4		-0.594	20.6		-0.594	15.9		-0.594	15.5		-0.594	16.5		-0.594	16.4
-0.596	16.4		-0.596	20.6		-0.596	15.9		-0.596	15.5		-0.596	16.6		-0.596	16.4
-0.599	16.4		-0.599	20.6		-0.599	15.9		-0.599	15.5		-0.599	16.8		-0.599	16.4
-0.602	16.4		-0.602	20.6		-0.602	15.9		-0.602	15.5		-0.602	17.2		-0.602	16.4
-0.604	16.4		-0.604	20.6		-0.604	15.9		-0.604	15.4		-0.604	17.4		-0.604	16.4
-0.607	16.4		-0.607	20.6		-0.607	15.9		-0.607	15.4		-0.607	17.5		-0.607	16.3
-0.610	16.4		-0.610	20.6		-0.610	15.9		-0.610	15.4		-0.610	17.4		-0.610	16.3
-0.612	16.4		-0.612	20.6		-0.612	15.9		-0.612	15.5		-0.612	17.3		-0.612	16.3
-0.615	16.4		-0.615	20.6		-0.615	15.9		-0.615	15.4		-0.615	17.0		-0.615	16.3
-0.618	16.4		-0.618	20.6		-0.618	15.9		-0.618	15.5		-0.618	16.7		-0.618	16.3
-0.620	16.4		-0.620	20.6		-0.620	15.9		-0.620	15.5		-0.620	16.6		-0.620	16.3
-0.623	16.4		-0.623	20.6		-0.623	15.9		-0.623	15.5		-0.623	16.5		-0.623	16.3
-0.626	16.4		-0.626	20.6		-0.626	15.9		-0.626	15.5		-0.626	16.5		-0.626	16.3
-0.628	16.4		-0.628	20.6		-0.628	15.9		-0.628	15.5		-0.628	16.5		-0.628	16.3
-0.631	16.4		-0.631	20.6		-0.631	15.9		-0.631	15.4		-0.631	16.4		-0.631	16.2
-0.634	16.4		-0.634	20.6		-0.634	15.9		-0.634	15.5		-0.634	16.4		-0.634	16.2
-0.636	16.4		-0.636	20.6		-0.636	15.9		-0.636	15.4		-0.636	16.3		-0.636	16.2
-0.639	16.4		-0.639	20.6		-0.639	15.9		-0.639	15.4		-0.639	16.3		-0.639	16.2
-0.642	16.4		-0.642	20.6		-0.642	15.9		-0.642	15.4		-0.642	16.3		-0.642	16.2
-0.644	16.4		-0.644	20.6		-0.644	15.9		-0.644	15.4		-0.644	16.3		-0.644	16.2
-0.647	16.4		-0.647	20.6		-0.647	15.9		-0.647	15.5		-0.647	16.3		-0.647	16.2
-0.650	16.4		-0.650	20.6		-0.650	15.9		-0.650	15.5		-0.650	16.3		-0.650	16.2
-0.652	16.4		-0.652	20.6		-0.652	15.9		-0.652	15.4		-0.652	16.3		-0.652	16.2
-0.655	16.3		-0.655	20.6		-0.655	15.9		-0.655	15.4		-0.655	16.3		-0.655	16.2
-0.658	16.3		-0.658	20.6		-0.658	15.9		-0.658	15.4		-0.658	16.3		-0.658	16.2
-0.660	16.3		-0.660	20.6		-0.660	15.9		-0.660	15.4		-0.660	16.2		-0.660	16.2
-0.663	16.3		-0.663	20.6		-0.663	15.9		-0.663	15.4		-0.663	16.2		-0.663	16.2
-0.666	16.4		-0.666	20.6		-0.666	15.9		-0.666	15.5		-0.666	16.2		-0.666	16.2
-0.668	16.3		-0.668	20.6		-0.668	15.9		-0.668	15.4		-0.668	16.2		-0.668	16.2
-0.671	16.3		-0.671	20.6		-0.671	15.9		-0.671	15.4		-0.671	16.2		-0.671	16.2
-0.674	16.3		-0.674	20.6		-0.674	15.9		-0.674	15.5		-0.674	16.2		-0.674	16.2
-0.676	16.3		-0.676	20.6		-0.676	15.9		-0.676	15.5		-0.676	16.2		-0.676	16.2
-0.679	16.3		-0.679	20.6		-0.679	15.9		-0.679	15.4		-0.679	16.2		-0.679	16.2
-0.682	16.3		-0.682	20.6		-0.682	15.9		-0.682	15.4		-0.682	16.2		-0.682	16.2
-0.684	16.3		-0.684	20.6		-0.684	15.9		-0.684	15.4		-0.684	16.2		-0.684	16.2
-0.687	16.3		-0.687	20.6		-0.687	15.9		-0.687	15.5		-0.687	16.3		-0.687	16.2
-0.690	16.3		-0.690	20.6		-0.690	15.9		-0.690	15.5		-0.690	16.2		-0.690	16.2
-0.692	16.3		-0.692	20.6		-0.692	15.9		-0.692	15.5		-0.692	16.3		-0.692	16.2
-0.695	16.3		-0.695	20.6		-0.695	15.9		-0.695	15.5		-0.695	16.2		-0.695	16.2
-0.698	16.3		-0.698	20.6		-0.698	15.9		-0.698	15.5		-0.698	16.2		-0.698	16.2
-0.701	16.3		-0.701	20.6		-0.701	15.9		-0.701	15.5		-0.701	16.2		-0.701	16.2
-0.703	16.3		-0.703	20.6		-0.703	15.9		-0.703	15.5		-0.703	16.2		-0.703	16.2
-0.706	16.3		-0.706	20.6		-0.706	15.9		-0.706	15.5		-0.706	16.2		-0.706	16.2
-0.709	16.3		-0.709	20.6		-0.709	15.9		-0.709	15.5		-0.709	16.2		-0.709	16.2
-0.711	16.3		-0.711	20.6		-0.711	15.9		-0.711	15.5		-0.711	16.2		-0.711	16.2
-0.714	16.3		-0.714	20.6		-0.714	15.9		-0.714	15.5		-0.714	16.2		-0.714	16.2
-0.717	16.3		-0.717	20.6		-0.717	15.9		-0.717	15.6		-0.717	16.2		-0.717	16.2
-0.719	16.3		-0.719	20.6		-0.719	15.8		-0.719	16.0		-0.719	16.2		-0.719	16.2
-0.722	16.3		-0.722	20.6		-0.722	15.9		-0.722	16.5		-0.722	16.2		-0.722	16.2
-0.725	16.3		-0.725	20.6		-0.725	15.9		-0.725	17.2		-0.725	16.3		-0.725	16.2
-0.727	16.3		-0.727	20.6		-0.727	15.9		-0.727	17.6		-0.727	16.3		-0.727	16.2
-0.730	16.3		-0.730	20.6		-0.730	15.9		-0.730	17.9		-0.730	16.2		-0.730	16.2
-0.733	16.3		-0.733	20.6		-0.733	15.9		-0.733	18.1		-0.733	16.2		-0.733	16.2
-0.735	16.3		-0.735	20.6		-0.735	15.9		-0.735	18.9		-0.735	16.2		-0.735	16.2
-0.738	16.3		-0.738	20.6		-0.738	15.9		-0.738	20.7		-0.738	16.2		-0.738	16.2
-0.741	16.3		-0.741	20.6		-0.741	15.9		-0.741	24.1		-0.741	16.2		-0.741	16.2
-0.743	16.3		-0.743	20.6		-0.743	15.9		-0.743	28.2		-0.743	16.2		-0.743	16.2
-0.746	16.3		-0.746	20.6		-0.746	15.9		-0.746	30.3		-0.746	16.2		-0.746	16.2
-0.749	16.3		-0.749	20.6		-0.749	15.9		-0.749	29.4		-0.749	16.2		-0.749	16.2
-0.751	16.3		-0.751	20.6		-0.751	15.9		-0.751	26.8		-0.751	16.2		-0.751	16.2
-0.754	16.3		-0.754	20.6		-0.754	15.9		-0.754	23.7		-0.754	16.2		-0.754	16.2
-0.757	16.3		-0.757	20.6		-0.757	15.9		-0.757	20.9		-0.757	16.2		-0.757	16.2
-0.759	16.3		-0.759	20.6		-0.759	15.9		-0.759	19.0		-0.759	16.3		-0.759	16.2
-0.762	16.3		-0.762	20.6		-0.762	15.9		-0.762	17.8		-0.762	16.3		-0.762	16.2
-0.765	16.3		-0.765	20.6		-0.765	15.9		-0.765	16.9		-0.765	16.3		-0.765	16.2
-0.767	16.3		-0.767	20.6		-0.767	15.9		-0.767	16.5		-0.767	16.2		-0.767	16.2
-0.770	16.3		-0.770	20.6		-0.770	15.9		-0.770	16.1		-0.770	16.3		-0.770	16.2
-0.773	16.3		-0.773	20.6		-0.773	15.9		-0.773	15.9		-0.773	16.3		-0.773	16.2
-0.775	16.3		-0.775	20.6		-0.775	15.9		-0.775	15.8		-0.775	16.3		-0.775	16.2
-0.778	16.3		-0.778	20.6		-0.778	15.9		-0.778	15.8		-0.778	16.3		-0.778	16.2
-0.781	16.3		-0.781	20.6		-0.781	15.9		-0.781	15.8		-0.781	16.3		-0.781	16.2
-0.783	16.3		-0.783	20.6		-0.783	15.9		-0.783	15.7		-0.783	16.3		-0.783	16.2
-0.786	16.3		-0.786	20.6		-0.786	15.9		-0.786	15.7		-0.786	16.3		-0.786	16.2
-0.789	16.3		-0.789	20.6		-0.789	15.9		-0.789	15.7		-0.789	16.3		-0.789	16.2
-0.791	16.3		-0.791	20.6		-0.791	15.9		-0.791	15.6		-0.791	16.3		-0.791	16.2
-0.794	16.3		-0.794	20.6		-0.794	15.9		-0.794	15.6		-0.794	16.3		-0.794	16.2
-0.797	16.3		-0.797	20.6		-0.797	15.9		-0.797	15.6		-0.797	16.3		-0.797	16.2
-0.799	16.3		-0.799	20.6		-0.799	15.9		-0.799	15.5		-0.799	16.3		-0.799	16.2
-0.802	16.3		-0.802	20.6		-0.802	15.9		-0.802	15.5		-0.802	16.3		-0.802	16.2
-0.805	16.3		-0.805	20.6		-0.805	15.9		-0.805	15.5		-0.805	16.3		-0.805	16.2
-0.807	16.3		-0.807	20.6		-0.807	15.9		-0.807	15.5		-0.807	16.3		-0.807	16.2
-0.810	16.3		-0.810	20.6		-0.810	15.9		-0.810	15.5		-0.810	16.3		-0.810	16.2
-0.813	16.3		-0.813	20.6		-0.813	15.9		-0.813	15.5		-0.813	16.2		-0.813	16.1
-0.815	16.3		-0.815	20.6		-0.815	15.9		-0.815	15.5		-0.815	16.2		-0.815	16.1
-0.818	16.3		-0.818	20.6		-0.818	15.9		-0.818	15.5		-0.818	16.2		-0.818	16.1
-0.821	16.3		-0.821	20.6		-0.821	15.9		-0.821	15.5		-0.821	16.3		-0.821	16.1
-0.823	16.2		-0.823	20.6		-0.823	15.9		-0.823	15.4		-0.823	16.2		-0.823	16.1
-0.826	16.2		-0.826	20.6		-0.826	15.9		-0.826	15.4		-0.826	16.2		-0.826	16.1
-0.829	16.2		-0.829	20.6		-0.829	15.9		-0.829	15.5		-0.829	16.2		-0.829	16.1
-0.831	16.2		-0.831	20.6		-0.831	15.9		-0.831	15.4		-0.831	16.2		-0.831	16.1
-0.834	16.2		-0.834	20.6		-0.834	15.9		-0.834	15.5		-0.834	16.2		-0.834	16.1
-0.837	16.2		-0.837	20.6		-0.837	15.9		-0.837	15.5		-0.837	16.2		-0.837	16.1
-0.840	16.2		-0.840	20.6		-0.840	15.9		-0.840	15.5		-0.840	16.2		-0.840	16.1
-0.842	16.2		-0.842	20.6		-0.842	15.9		-0.842	15.5		-0.842	16.2		-0.842	16.1
-0.845	16.2		-0.845	20.5		-0.845	15.9		-0.845	15.5		-0.845	16.2		-0.845	16.1
-0.848	16.2		-0.848	20.5		-0.848	15.9		-0.848	15.5		-0.848	16.2		-0.848	16.1
-0.850	16.2		-0.850	20.5		-0.850	15.9		-0.850	15.4		-0.850	16.2		-0.850	16.1
-0.853	16.2		-0.853	20.5		-0.853	15.9		-0.853	15.4		-0.853	16.2		-0.853	16.1
-0.856	16.2		-0.856	20.5		-0.856	15.9		-0.856	15.4		-0.856	16.2		-0.856	16.1
-0.858	16.2		-0.858	20.5		-0.858	15.9		-0.858	15.4		-0.858	16.2		-0.858	16.1
-0.861	16.2		-0.861	20.5		-0.861	15.9		-0.861	15.4		-0.861	16.2		-0.861	16.1
-0.864	16.2		-0.864	20.5		-0.864	15.9		-0.864	15.4		-0.864	16.2		-0.864	16.1
-0.866	16.2		-0.866	20.5		-0.866	15.9		-0.866	15.4		-0.866	16.2		-0.866	16.1
-0.869	16.2		-0.869	20.5		-0.869	15.9		-0.869	15.4		-0.869	16.2		-0.869	16.1
-0.872	16.2		-0.872	20.5		-0.872	15.9		-0.872	15.4		-0.872	16.2		-0.872	16.1
-0.874	16.2		-0.874	20.5		-0.874	15.9		-0.874	15.4		-0.874	16.2		-0.874	16.1
-0.877	16.2		-0.877	20.5		-0.877	15.9		-0.877	15.4		-0.877	16.2		-0.877	16.1
-0.880	16.2		-0.880	20.5		-0.880	15.9		-0.880	15.4		-0.880	16.2		-0.880	16.1
-0.882	16.2		-0.882	20.5		-0.882	15.9		-0.882	15.4		-0.882	16.2		-0.882	16.1
-0.885	16.2		-0.885	20.5		-0.885	15.9		-0.885	15.4		-0.885	16.2		-0.885	16.1
-0.888	16.2		-0.888	20.5		-0.888	15.9		-0.888	15.4		-0.888	16.2		-0.888	16.1
-0.890	16.2		-0.890	20.5		-0.890	15.9		-0.890	15.4		-0.890	16.2		-0.890	16.1
-0.893	16.2		-0.893	20.5		-0.893	15.9		-0.893	15.4		-0.893	16.2		-0.893	16.1
-0.896	16.2		-0.896	20.5		-0.896	15.9		-0.896	15.4		-0.896	16.2		-0.896	16.1
-0.898	16.2		-0.898	20.5		-0.898	15.9		-0.898	15.4		-0.898	16.2		-0.898	16.1
-0.901	16.2		-0.901	20.5		-0.901	15.9		-0.901	15.4		-0.901	16.2		-0.901	16.1
-0.904	16.2		-0.904	20.5		-0.904	15.9		-0.904	15.4		-0.904	16.2		-0.904	16.1
-0.906	16.2		-0.906	20.5		-0.906	15.9		-0.906	15.4		-0.906	16.2		-0.906	16.1
-0.909	16.2		-0.909	20.5		-0.909	15.9		-0.909	15.5		-0.909	16.2		-0.909	16.1
-0.912	16.2		-0.912	20.5		-0.912	15.9		-0.912	15.5		-0.912	16.2		-0.912	16.2
-0.914	16.2		-0.914	20.5		-0.914	15.9		-0.914	15.4		-0.914	16.2		-0.914	16.1
-0.917	16.2		-0.917	20.5		-0.917	15.9		-0.917	15.4		-0.917	16.2		-0.917	16.1
-0.920	16.2		-0.920	20.5		-0.920	15.9		-0.920	15.5		-0.920	16.2		-0.920	16.1
-0.922	16.2		-0.922	20.5		-0.922	15.9		-0.922	15.4		-0.922	16.2		-0.922	16.1
-0.925	16.2		-0.925	20.5		-0.925	15.9		-0.925	15.5		-0.925	16.2		-0.925	16.1
-0.928	16.2		-0.928	20.5		-0.928	15.9		-0.928	15.4		-0.928	16.2		-0.928	16.1
-0.930	16.2		-0.930	20.5		-0.930	15.9		-0.930	15.4		-0.930	16.2		-0.930	16.1
-0.933	16.2		-0.933	20.5		-0.933	15.9		-0.933	15.5		-0.933	16.2		-0.933	16.1
-0.936	16.2		-0.936	20.5		-0.936	15.9		-0.936	15.4		-0.936	16.2		-0.936	16.1
-0.938	16.1		-0.938	20.5		-0.938	15.9		-0.938	15.4		-0.938	16.2		-0.938	16.1
-0.941	16.1		-0.941	20.5		-0.941	15.9		-0.941	15.4		-0.941	16.2		-0.941	16.1
-0.944	16.1		-0.944	20.5		-0.944	15.9		-0.944	15.4		-0.944	16.2		-0.944	16.1
-0.946	16.1		-0.946	20.5		-0.946	15.9		-0.946	15.4		-0.946	16.2		-0.946	16.1
-0.949	16.1		-0.949	20.5		-0.949	15.9		-0.949	15.4		-0.949	16.2		-0.949	16.1
-0.952	16.1		-0.952	20.5		-0.952	15.9		-0.952	15.4		-0.952	16.2		-0.952	16.1
-0.954	16.1		-0.954	20.5		-0.954	15.9		-0.954	15.4		-0.954	16.2		-0.954	16.1
-0.957	16.1		-0.957	20.5		-0.957	15.9		-0.957	15.4		-0.957	16.2		-0.957	16.1
-0.960	16.1		-0.960	20.5		-0.960	15.9		-0.960	15.4		-0.960	16.2		-0.960	16.1
