																
grün1			Rot1			Rot2			Türkis			violett			violettx2	
&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %
1.235	15.6		1.235	19.5		1.235	15.1		1.235	14.7		1.235	15.4		1.235	15.4
1.232	15.6		1.232	19.5		1.232	15.1		1.232	14.7		1.232	15.4		1.232	15.4
1.230	15.6		1.230	19.5		1.230	15.1		1.230	14.6		1.230	15.4		1.230	15.4
1.227	15.6		1.227	19.5		1.227	15.1		1.227	14.6		1.227	15.4		1.227	15.4
1.224	15.6		1.224	19.5		1.224	15.1		1.224	14.6		1.224	15.4		1.224	15.4
1.222	15.7		1.222	19.5		1.222	15.1		1.222	14.7		1.222	15.4		1.222	15.5
1.219	15.7		1.219	19.5		1.219	15.1		1.219	14.7		1.219	15.4		1.219	15.5
1.216	15.7		1.216	19.5		1.216	15.1		1.216	14.6		1.216	15.4		1.216	15.5
1.214	15.7		1.214	19.5		1.214	15.1		1.214	14.7		1.214	15.4		1.214	15.5
1.211	15.7		1.211	19.5		1.211	15.1		1.211	14.7		1.211	15.4		1.211	15.5
1.208	15.7		1.208	19.5		1.208	15.1		1.208	14.7		1.208	15.4		1.208	15.5
1.206	15.7		1.206	19.5		1.206	15.1		1.206	14.7		1.206	15.4		1.206	15.5
1.203	15.7		1.203	19.5		1.203	15.1		1.203	14.7		1.203	15.4		1.203	15.5
1.200	15.7		1.200	19.5		1.200	15.1		1.200	14.7		1.200	15.4		1.200	15.5
1.198	15.7		1.198	19.5		1.198	15.1		1.198	14.6		1.198	15.4		1.198	15.5
1.195	15.7		1.195	19.5		1.195	15.1		1.195	14.7		1.195	15.4		1.195	15.5
1.192	15.7		1.192	19.5		1.192	15.1		1.192	14.7		1.192	15.4		1.192	15.5
1.190	15.7		1.190	19.5		1.190	15.1		1.190	14.6		1.190	15.4		1.190	15.5
1.187	15.7		1.187	19.5		1.187	15.1		1.187	14.6		1.187	15.4		1.187	15.5
1.184	15.7		1.184	19.5		1.184	15.1		1.184	14.7		1.184	15.4		1.184	15.5
1.182	15.7		1.182	19.5		1.182	15.1		1.182	14.7		1.182	15.4		1.182	15.5
1.179	15.7		1.179	19.5		1.179	15.1		1.179	14.7		1.179	15.4		1.179	15.5
1.176	15.7		1.176	19.5		1.176	15.1		1.176	14.7		1.176	15.4		1.176	15.5
1.174	15.7		1.174	19.5		1.174	15.1		1.174	14.7		1.174	15.4		1.174	15.5
1.171	15.7		1.171	19.5		1.171	15.1		1.171	14.7		1.171	15.4		1.171	15.4
1.168	15.7		1.168	19.5		1.168	15.1		1.168	14.7		1.168	15.4		1.168	15.5
1.166	15.7		1.166	19.6		1.166	15.1		1.166	14.7		1.166	15.4		1.166	15.5
1.163	15.7		1.163	19.6		1.163	15.1		1.163	14.7		1.163	15.4		1.163	15.5
1.160	15.7		1.160	19.6		1.160	15.1		1.160	14.7		1.160	15.4		1.160	15.5
1.158	15.7		1.158	19.6		1.158	15.1		1.158	14.7		1.158	15.4		1.158	15.5
1.155	15.7		1.155	19.6		1.155	15.1		1.155	14.7		1.155	15.4		1.155	15.5
1.152	15.7		1.152	19.6		1.152	15.1		1.152	14.7		1.152	15.4		1.152	15.5
1.150	15.7		1.150	19.6		1.150	15.1		1.150	14.7		1.150	15.4		1.150	15.5
1.147	15.7		1.147	19.6		1.147	15.1		1.147	14.7		1.147	15.4		1.147	15.5
1.144	15.7		1.144	19.6		1.144	15.1		1.144	14.7		1.144	15.4		1.144	15.5
1.142	15.7		1.142	19.6		1.142	15.1		1.142	14.7		1.142	15.4		1.142	15.5
1.139	15.7		1.139	19.6		1.139	15.1		1.139	14.7		1.139	15.4		1.139	15.5
1.136	15.7		1.136	19.6		1.136	15.1		1.136	14.7		1.136	15.4		1.136	15.5
1.134	15.7		1.134	19.6		1.134	15.1		1.134	14.7		1.134	15.4		1.134	15.5
1.131	15.7		1.131	19.6		1.131	15.1		1.131	14.7		1.131	15.4		1.131	15.5
1.128	15.7		1.128	19.6		1.128	15.1		1.128	14.7		1.128	15.4		1.128	15.5
1.126	15.7		1.126	19.6		1.126	15.1		1.126	14.7		1.126	15.4		1.126	15.5
1.123	15.7		1.123	19.6		1.123	15.1		1.123	14.7		1.123	15.4		1.123	15.5
1.120	15.7		1.120	19.6		1.120	15.1		1.120	14.7		1.120	15.4		1.120	15.6
1.118	15.7		1.118	19.6		1.118	15.1		1.118	14.7		1.118	15.4		1.118	15.6
1.115	15.7		1.115	19.6		1.115	15.1		1.115	14.7		1.115	15.4		1.115	15.6
1.112	15.7		1.112	19.6		1.112	15.1		1.112	14.7		1.112	15.4		1.112	15.6
1.109	15.7		1.109	19.6		1.109	15.1		1.109	14.7		1.109	15.4		1.109	15.6
1.107	15.7		1.107	19.6		1.107	15.1		1.107	14.7		1.107	15.4		1.107	15.6
1.104	15.7		1.104	19.6		1.104	15.1		1.104	14.7		1.104	15.4		1.104	15.6
1.101	15.7		1.101	19.6		1.101	15.1		1.101	14.7		1.101	15.4		1.101	15.6
1.099	15.7		1.099	19.6		1.099	15.2		1.099	14.7		1.099	15.4		1.099	15.6
1.096	15.7		1.096	19.6		1.096	15.2		1.096	14.7		1.096	15.4		1.096	15.6
1.093	15.7		1.093	19.6		1.093	15.2		1.093	14.7		1.093	15.4		1.093	15.6
1.091	15.7		1.091	19.6		1.091	15.2		1.091	14.7		1.091	15.4		1.091	15.6
1.088	15.7		1.088	19.6		1.088	15.2		1.088	14.7		1.088	15.4		1.088	15.6
1.085	15.7		1.085	19.6		1.085	15.2		1.085	14.7		1.085	15.4		1.085	15.6
1.083	15.7		1.083	19.6		1.083	15.2		1.083	14.7		1.083	15.4		1.083	15.6
1.080	15.7		1.080	19.6		1.080	15.2		1.080	14.7		1.080	15.4		1.080	15.6
1.077	15.7		1.077	19.6		1.077	15.2		1.077	14.7		1.077	15.4		1.077	15.6
1.075	15.7		1.075	19.6		1.075	15.2		1.075	14.7		1.075	15.4		1.075	15.6
1.072	15.7		1.072	19.6		1.072	15.2		1.072	14.7		1.072	15.4		1.072	15.6
1.069	15.7		1.069	19.6		1.069	15.2		1.069	14.7		1.069	15.4		1.069	15.6
1.067	15.7		1.067	19.6		1.067	15.2		1.067	14.7		1.067	15.4		1.067	15.6
1.064	15.7		1.064	19.6		1.064	15.2		1.064	14.7		1.064	15.4		1.064	15.6
1.061	15.7		1.061	19.7		1.061	15.2		1.061	14.7		1.061	15.4		1.061	15.6
1.059	15.7		1.059	19.7		1.059	15.2		1.059	14.7		1.059	15.4		1.059	15.6
1.056	15.7		1.056	19.7		1.056	15.2		1.056	14.7		1.056	15.4		1.056	15.6
1.053	15.8		1.053	19.7		1.053	15.2		1.053	14.7		1.053	15.4		1.053	15.7
1.051	15.8		1.051	19.7		1.051	15.2		1.051	14.7		1.051	15.4		1.051	15.7
1.048	15.8		1.048	19.7		1.048	15.2		1.048	14.7		1.048	15.4		1.048	15.6
1.045	15.8		1.045	19.7		1.045	15.2		1.045	14.7		1.045	15.4		1.045	15.7
1.043	15.8		1.043	19.7		1.043	15.2		1.043	14.7		1.043	15.4		1.043	15.7
1.040	15.8		1.040	19.7		1.040	15.2		1.040	14.7		1.040	15.4		1.040	15.7
1.037	15.8		1.037	19.7		1.037	15.2		1.037	14.7		1.037	15.4		1.037	15.7
1.035	15.7		1.035	19.7		1.035	15.2		1.035	14.7		1.035	15.4		1.035	15.7
1.032	15.8		1.032	19.7		1.032	15.2		1.032	14.7		1.032	15.4		1.032	15.7
1.029	15.7		1.029	19.7		1.029	15.2		1.029	14.7		1.029	15.4		1.029	15.7
1.027	15.7		1.027	19.7		1.027	15.2		1.027	14.7		1.027	15.4		1.027	15.7
1.024	15.7		1.024	19.7		1.024	15.2		1.024	14.7		1.024	15.4		1.024	15.7
1.021	15.7		1.021	19.7		1.021	15.2		1.021	14.7		1.021	15.4		1.021	15.7
1.019	15.7		1.019	19.7		1.019	15.2		1.019	14.7		1.019	15.4		1.019	15.7
1.016	15.7		1.016	19.7		1.016	15.2		1.016	14.7		1.016	15.4		1.016	15.7
1.013	15.7		1.013	19.7		1.013	15.2		1.013	14.7		1.013	15.4		1.013	15.7
1.011	15.7		1.011	19.7		1.011	15.2		1.011	14.7		1.011	15.4		1.011	15.7
1.008	15.7		1.008	19.7		1.008	15.2		1.008	14.7		1.008	15.4		1.008	15.7
1.005	15.7		1.005	19.7		1.005	15.2		1.005	14.7		1.005	15.4		1.005	15.7
1.003	15.7		1.003	19.7		1.003	15.2		1.003	14.7		1.003	15.4		1.003	15.7
1.000	15.7		1.000	19.7		1.000	15.2		1.000	14.7		1.000	15.4		1.000	15.7
0.997	15.7		0.997	19.7		0.997	15.2		0.997	14.7		0.997	15.4		0.997	15.7
0.995	15.7		0.995	19.7		0.995	15.2		0.995	14.8		0.995	15.4		0.995	15.7
0.992	15.7		0.992	19.7		0.992	15.2		0.992	14.7		0.992	15.4		0.992	15.7
0.989	15.7		0.989	19.7		0.989	15.2		0.989	14.7		0.989	15.4		0.989	15.7
0.987	15.7		0.987	19.7		0.987	15.2		0.987	14.8		0.987	15.4		0.987	15.7
0.984	15.7		0.984	19.7		0.984	15.2		0.984	14.7		0.984	15.4		0.984	15.7
0.981	15.7		0.981	19.7		0.981	15.2		0.981	14.7		0.981	15.4		0.981	15.7
0.979	15.7		0.979	19.7		0.979	15.2		0.979	14.7		0.979	15.4		0.979	15.7
0.976	15.7		0.976	19.7		0.976	15.2		0.976	14.7		0.976	15.4		0.976	15.7
0.973	15.7		0.973	19.7		0.973	15.2		0.973	14.7		0.973	15.4		0.973	15.7
0.970	15.7		0.970	19.7		0.970	15.2		0.970	14.7		0.970	15.4		0.970	15.7
0.968	15.7		0.968	19.7		0.968	15.2		0.968	14.7		0.968	15.4		0.968	15.7
0.965	15.8		0.965	19.7		0.965	15.2		0.965	14.7		0.965	15.4		0.965	15.7
0.962	15.7		0.962	19.7		0.962	15.2		0.962	14.7		0.962	15.4		0.962	15.7
0.960	15.8		0.960	19.7		0.960	15.2		0.960	14.7		0.960	15.4		0.960	15.7
0.957	15.8		0.957	19.7		0.957	15.2		0.957	14.7		0.957	15.4		0.957	15.7
0.954	15.8		0.954	19.7		0.954	15.2		0.954	14.7		0.954	15.4		0.954	15.7
0.952	15.8		0.952	19.7		0.952	15.2		0.952	14.7		0.952	15.4		0.952	15.7
0.949	15.7		0.949	19.7		0.949	15.2		0.949	14.7		0.949	15.4		0.949	15.7
0.946	15.8		0.946	19.7		0.946	15.2		0.946	14.7		0.946	15.4		0.946	15.7
0.944	15.8		0.944	19.7		0.944	15.2		0.944	14.7		0.944	15.4		0.944	15.7
0.941	15.7		0.941	19.7		0.941	15.2		0.941	14.7		0.941	15.4		0.941	15.7
0.938	15.8		0.938	19.7		0.938	15.2		0.938	14.8		0.938	15.5		0.938	15.7
0.936	15.8		0.936	19.7		0.936	15.2		0.936	14.8		0.936	15.5		0.936	15.7
0.933	15.8		0.933	19.7		0.933	15.2		0.933	14.8		0.933	15.5		0.933	15.7
0.930	15.8		0.930	19.7		0.930	15.2		0.930	14.8		0.930	15.5		0.930	15.7
0.928	15.8		0.928	19.7		0.928	15.2		0.928	14.8		0.928	15.5		0.928	15.7
0.925	15.7		0.925	19.7		0.925	15.2		0.925	14.8		0.925	15.5		0.925	15.7
0.922	15.8		0.922	19.7		0.922	15.2		0.922	14.8		0.922	15.5		0.922	15.7
0.920	15.8		0.920	19.7		0.920	15.2		0.920	14.8		0.920	15.5		0.920	15.7
0.917	15.8		0.917	19.7		0.917	15.2		0.917	14.8		0.917	15.5		0.917	15.7
0.914	15.8		0.914	19.7		0.914	15.2		0.914	14.8		0.914	15.5		0.914	15.7
0.912	15.8		0.912	19.7		0.912	15.2		0.912	14.8		0.912	15.5		0.912	15.7
0.909	15.8		0.909	19.7		0.909	15.2		0.909	14.8		0.909	15.5		0.909	15.7
0.906	15.8		0.906	19.7		0.906	15.2		0.906	14.8		0.906	15.5		0.906	15.7
0.904	15.8		0.904	19.7		0.904	15.2		0.904	14.8		0.904	15.5		0.904	15.7
0.901	15.8		0.901	19.7		0.901	15.2		0.901	14.8		0.901	15.5		0.901	15.7
0.898	15.8		0.898	19.7		0.898	15.2		0.898	14.8		0.898	15.5		0.898	15.7
0.896	15.8		0.896	19.7		0.896	15.2		0.896	14.8		0.896	15.5		0.896	15.7
0.893	15.8		0.893	19.7		0.893	15.2		0.893	14.8		0.893	15.5		0.893	15.7
0.890	15.8		0.890	19.8		0.890	15.2		0.890	14.8		0.890	15.5		0.890	15.7
0.888	15.8		0.888	19.8		0.888	15.2		0.888	14.8		0.888	15.5		0.888	15.7
0.885	15.8		0.885	19.8		0.885	15.2		0.885	14.8		0.885	15.5		0.885	15.7
0.882	15.9		0.882	19.8		0.882	15.2		0.882	14.8		0.882	15.5		0.882	15.7
0.880	15.9		0.880	19.8		0.880	15.2		0.880	14.8		0.880	15.5		0.880	15.7
0.877	15.8		0.877	19.8		0.877	15.2		0.877	14.8		0.877	15.5		0.877	15.7
0.874	15.8		0.874	19.8		0.874	15.2		0.874	14.8		0.874	15.5		0.874	15.7
0.872	15.8		0.872	19.8		0.872	15.3		0.872	14.8		0.872	15.5		0.872	15.7
0.869	15.8		0.869	19.8		0.869	15.3		0.869	14.8		0.869	15.5		0.869	15.7
0.866	15.8		0.866	19.8		0.866	15.3		0.866	14.8		0.866	15.5		0.866	15.7
0.864	15.9		0.864	19.9		0.864	15.3		0.864	14.9		0.864	15.5		0.864	15.8
0.861	15.9		0.861	19.9		0.861	15.3		0.861	14.9		0.861	15.5		0.861	15.8
0.858	15.9		0.858	19.9		0.858	15.3		0.858	14.9		0.858	15.5		0.858	15.8
0.856	15.9		0.856	19.9		0.856	15.3		0.856	14.9		0.856	15.5		0.856	15.8
0.853	15.9		0.853	19.9		0.853	15.3		0.853	14.9		0.853	15.6		0.853	15.8
0.850	15.9		0.850	19.9		0.850	15.3		0.850	14.9		0.850	15.6		0.850	15.8
0.848	15.9		0.848	19.9		0.848	15.3		0.848	14.9		0.848	15.6		0.848	15.8
0.845	15.9		0.845	19.9		0.845	15.3		0.845	14.9		0.845	15.6		0.845	15.8
0.842	15.9		0.842	19.9		0.842	15.3		0.842	14.9		0.842	15.6		0.842	15.8
0.840	15.9		0.840	19.9		0.840	15.3		0.840	14.9		0.840	15.6		0.840	15.8
0.837	15.9		0.837	19.9		0.837	15.3		0.837	14.9		0.837	15.6		0.837	15.8
0.834	15.9		0.834	19.9		0.834	15.3		0.834	14.9		0.834	15.6		0.834	15.8
0.831	15.9		0.831	19.9		0.831	15.3		0.831	14.9		0.831	15.6		0.831	15.8
0.829	15.8		0.829	19.9		0.829	15.3		0.829	14.9		0.829	15.6		0.829	15.8
0.826	15.9		0.826	19.9		0.826	15.3		0.826	14.9		0.826	15.6		0.826	15.8
0.823	15.9		0.823	19.9		0.823	15.3		0.823	14.9		0.823	15.7		0.823	15.8
0.821	15.9		0.821	20.0		0.821	15.3		0.821	14.9		0.821	15.7		0.821	15.8
0.818	15.9		0.818	19.9		0.818	15.3		0.818	14.9		0.818	15.7		0.818	15.8
0.815	15.9		0.815	20.0		0.815	15.3		0.815	14.9		0.815	15.6		0.815	15.8
0.813	15.9		0.813	20.0		0.813	15.3		0.813	14.9		0.813	15.7		0.813	15.8
0.810	15.9		0.810	20.0		0.810	15.3		0.810	14.9		0.810	15.7		0.810	15.8
0.807	15.9		0.807	20.0		0.807	15.4		0.807	14.9		0.807	15.7		0.807	15.8
0.805	15.9		0.805	20.0		0.805	15.4		0.805	14.9		0.805	15.7		0.805	15.8
0.802	15.9		0.802	20.0		0.802	15.4		0.802	14.9		0.802	15.7		0.802	15.8
0.799	15.9		0.799	20.0		0.799	15.4		0.799	14.9		0.799	15.7		0.799	15.8
0.797	15.9		0.797	20.0		0.797	15.4		0.797	15.0		0.797	15.7		0.797	15.8
0.794	16.0		0.794	20.0		0.794	15.4		0.794	15.0		0.794	15.7		0.794	15.8
0.791	16.0		0.791	20.0		0.791	15.4		0.791	15.0		0.791	15.7		0.791	15.8
0.789	16.0		0.789	20.0		0.789	15.4		0.789	15.0		0.789	15.7		0.789	15.8
0.786	16.0		0.786	20.0		0.786	15.4		0.786	15.0		0.786	15.7		0.786	15.8
0.783	16.0		0.783	20.0		0.783	15.4		0.783	15.0		0.783	15.7		0.783	15.8
0.781	15.9		0.781	20.0		0.781	15.4		0.781	15.0		0.781	15.7		0.781	15.8
0.778	16.0		0.778	20.0		0.778	15.4		0.778	15.0		0.778	15.7		0.778	15.8
0.775	16.0		0.775	20.0		0.775	15.4		0.775	15.0		0.775	15.7		0.775	15.8
0.773	16.0		0.773	20.0		0.773	15.4		0.773	15.0		0.773	15.7		0.773	15.8
0.770	16.0		0.770	20.0		0.770	15.4		0.770	15.0		0.770	15.7		0.770	15.8
0.767	16.0		0.767	20.0		0.767	15.4		0.767	15.0		0.767	15.7		0.767	15.8
0.765	16.0		0.765	20.0		0.765	15.4		0.765	15.0		0.765	15.7		0.765	15.8
0.762	15.9		0.762	20.0		0.762	15.4		0.762	15.0		0.762	15.7		0.762	15.8
0.759	15.9		0.759	20.0		0.759	15.4		0.759	15.0		0.759	15.7		0.759	15.8
0.757	15.9		0.757	20.0		0.757	15.4		0.757	15.0		0.757	15.7		0.757	15.8
0.754	15.9		0.754	20.0		0.754	15.4		0.754	14.9		0.754	15.7		0.754	15.8
0.751	15.9		0.751	20.0		0.751	15.4		0.751	14.9		0.751	15.7		0.751	15.8
0.749	16.0		0.749	20.0		0.749	15.4		0.749	15.0		0.749	15.7		0.749	15.8
0.746	16.0		0.746	20.0		0.746	15.4		0.746	15.0		0.746	15.7		0.746	15.8
0.743	16.0		0.743	20.0		0.743	15.4		0.743	15.0		0.743	15.7		0.743	15.8
0.741	16.0		0.741	20.0		0.741	15.4		0.741	15.0		0.741	15.7		0.741	15.8
0.738	16.0		0.738	20.0		0.738	15.4		0.738	15.0		0.738	15.7		0.738	15.8
0.735	15.9		0.735	20.0		0.735	15.4		0.735	15.0		0.735	15.7		0.735	15.8
0.733	16.0		0.733	20.0		0.733	15.4		0.733	15.0		0.733	15.7		0.733	15.8
0.730	16.0		0.730	20.0		0.730	15.4		0.730	15.0		0.730	15.7		0.730	15.8
0.727	16.0		0.727	20.0		0.727	15.4		0.727	15.0		0.727	15.7		0.727	15.8
0.725	16.0		0.725	20.0		0.725	15.4		0.725	15.0		0.725	15.7		0.725	15.8
0.722	16.0		0.722	20.0		0.722	15.5		0.722	15.0		0.722	15.8		0.722	15.9
0.719	16.0		0.719	20.0		0.719	15.5		0.719	15.0		0.719	15.8		0.719	15.9
0.717	16.0		0.717	20.0		0.717	15.5		0.717	15.0		0.717	15.8		0.717	15.9
0.714	16.0		0.714	20.0		0.714	15.5		0.714	15.0		0.714	15.8		0.714	15.9
0.711	16.1		0.711	20.1		0.711	15.5		0.711	15.0		0.711	15.8		0.711	15.9
0.709	16.1		0.709	20.1		0.709	15.5		0.709	15.0		0.709	15.8		0.709	15.9
0.706	16.1		0.706	20.0		0.706	15.5		0.706	15.0		0.706	15.8		0.706	15.9
0.703	16.1		0.703	20.0		0.703	15.5		0.703	15.0		0.703	15.8		0.703	15.8
0.701	16.1		0.701	20.1		0.701	15.5		0.701	15.0		0.701	15.8		0.701	15.9
0.698	16.0		0.698	20.1		0.698	15.5		0.698	15.0		0.698	15.8		0.698	15.9
0.695	16.0		0.695	20.0		0.695	15.5		0.695	15.0		0.695	15.8		0.695	15.9
0.692	16.0		0.692	20.1		0.692	15.5		0.692	15.0		0.692	15.8		0.692	15.9
0.690	16.0		0.690	20.0		0.690	15.5		0.690	15.0		0.690	15.8		0.690	15.9
0.687	16.0		0.687	20.0		0.687	15.5		0.687	15.0		0.687	15.8		0.687	15.9
0.684	16.0		0.684	20.1		0.684	15.5		0.684	15.0		0.684	15.8		0.684	15.9
0.682	16.1		0.682	20.1		0.682	15.5		0.682	15.0		0.682	15.8		0.682	15.9
0.679	16.1		0.679	20.1		0.679	15.5		0.679	15.0		0.679	15.8		0.679	15.9
0.676	16.0		0.676	20.1		0.676	15.5		0.676	15.0		0.676	15.8		0.676	15.9
0.674	16.0		0.674	20.1		0.674	15.5		0.674	15.0		0.674	15.8		0.674	15.9
0.671	16.1		0.671	20.1		0.671	15.5		0.671	15.0		0.671	15.8		0.671	15.9
0.668	16.1		0.668	20.1		0.668	15.5		0.668	15.0		0.668	15.8		0.668	15.9
0.666	16.0		0.666	20.1		0.666	15.5		0.666	15.0		0.666	15.8		0.666	15.9
0.663	16.0		0.663	20.1		0.663	15.5		0.663	15.0		0.663	15.8		0.663	15.9
0.660	16.0		0.660	20.0		0.660	15.5		0.660	15.0		0.660	15.8		0.660	15.9
0.658	16.0		0.658	20.0		0.658	15.5		0.658	15.0		0.658	15.8		0.658	15.8
0.655	16.0		0.655	20.0		0.655	15.5		0.655	15.0		0.655	15.8		0.655	15.8
0.652	16.0		0.652	20.0		0.652	15.5		0.652	15.0		0.652	15.8		0.652	15.9
0.650	16.0		0.650	20.0		0.650	15.5		0.650	15.0		0.650	15.8		0.650	15.8
0.647	16.0		0.647	20.0		0.647	15.5		0.647	15.0		0.647	15.8		0.647	15.8
0.644	16.0		0.644	20.0		0.644	15.5		0.644	15.0		0.644	15.8		0.644	15.8
0.642	16.1		0.642	20.0		0.642	15.5		0.642	15.0		0.642	15.8		0.642	15.9
0.639	16.0		0.639	20.0		0.639	15.5		0.639	15.0		0.639	15.8		0.639	15.8
0.636	16.0		0.636	20.0		0.636	15.5		0.636	15.0		0.636	15.8		0.636	15.8
0.634	16.0		0.634	20.0		0.634	15.5		0.634	15.0		0.634	15.8		0.634	15.8
0.631	16.0		0.631	20.0		0.631	15.5		0.631	15.0		0.631	15.8		0.631	15.8
0.628	16.0		0.628	20.0		0.628	15.5		0.628	15.0		0.628	15.8		0.628	15.8
0.626	16.0		0.626	20.0		0.626	15.5		0.626	15.0		0.626	15.8		0.626	15.8
0.623	16.0		0.623	20.1		0.623	15.5		0.623	15.0		0.623	15.8		0.623	15.9
0.620	16.0		0.620	20.0		0.620	15.5		0.620	15.0		0.620	15.8		0.620	15.8
0.618	16.0		0.618	20.0		0.618	15.5		0.618	15.0		0.618	15.8		0.618	15.9
0.615	16.0		0.615	20.1		0.615	15.5		0.615	15.0		0.615	15.8		0.615	15.9
0.612	16.0		0.612	20.1		0.612	15.5		0.612	15.0		0.612	15.8		0.612	15.9
0.610	16.0		0.610	20.1		0.610	15.5		0.610	15.0		0.610	15.8		0.610	15.9
0.607	16.0		0.607	20.1		0.607	15.5		0.607	15.0		0.607	15.8		0.607	15.9
0.604	16.0		0.604	20.1		0.604	15.5		0.604	15.1		0.604	15.8		0.604	15.9
0.602	16.0		0.602	20.1		0.602	15.5		0.602	15.0		0.602	15.8		0.602	15.9
0.599	16.1		0.599	20.1		0.599	15.5		0.599	15.0		0.599	15.8		0.599	15.9
0.596	16.1		0.596	20.2		0.596	15.5		0.596	15.1		0.596	15.8		0.596	15.9
0.594	16.1		0.594	20.2		0.594	15.5		0.594	15.1		0.594	15.8		0.594	15.9
0.591	16.1		0.591	20.2		0.591	15.5		0.591	15.1		0.591	15.8		0.591	15.9
0.588	16.1		0.588	20.2		0.588	15.5		0.588	15.1		0.588	15.8		0.588	15.9
0.586	16.1		0.586	20.2		0.586	15.5		0.586	15.1		0.586	15.8		0.586	16.0
0.583	16.1		0.583	20.2		0.583	15.5		0.583	15.1		0.583	15.8		0.583	15.9
0.580	16.1		0.580	20.2		0.580	15.5		0.580	15.1		0.580	15.8		0.580	15.9
0.578	16.1		0.578	20.2		0.578	15.5		0.578	15.1		0.578	15.8		0.578	15.9
0.575	16.1		0.575	20.2		0.575	15.5		0.575	15.1		0.575	15.8		0.575	16.0
0.572	16.1		0.572	20.2		0.572	15.5		0.572	15.1		0.572	15.8		0.572	16.0
0.570	16.1		0.570	20.2		0.570	15.5		0.570	15.1		0.570	15.8		0.570	16.0
0.567	16.1		0.567	20.2		0.567	15.5		0.567	15.1		0.567	15.8		0.567	16.0
0.564	16.1		0.564	20.2		0.564	15.5		0.564	15.1		0.564	15.8		0.564	16.0
0.561	16.1		0.561	20.2		0.561	15.5		0.561	15.1		0.561	15.8		0.561	16.0
0.559	16.1		0.559	20.2		0.559	15.5		0.559	15.1		0.559	15.8		0.559	16.0
0.556	16.1		0.556	20.2		0.556	15.5		0.556	15.1		0.556	15.8		0.556	16.0
0.553	16.1		0.553	20.2		0.553	15.6		0.553	15.1		0.553	15.8		0.553	16.0
0.551	16.1		0.551	20.2		0.551	15.5		0.551	15.1		0.551	15.8		0.551	16.0
0.548	16.1		0.548	20.2		0.548	15.5		0.548	15.1		0.548	15.9		0.548	16.0
0.545	16.1		0.545	20.2		0.545	15.5		0.545	15.1		0.545	15.8		0.545	16.0
0.543	16.1		0.543	20.2		0.543	15.5		0.543	15.1		0.543	15.8		0.543	16.0
0.540	16.1		0.540	20.2		0.540	15.6		0.540	15.1		0.540	15.9		0.540	16.0
0.537	16.1		0.537	20.2		0.537	15.6		0.537	15.1		0.537	15.9		0.537	16.1
0.535	16.1		0.535	20.2		0.535	15.6		0.535	15.1		0.535	15.8		0.535	16.0
0.532	16.1		0.532	20.2		0.532	15.5		0.532	15.1		0.532	15.8		0.532	16.0
0.529	16.1		0.529	20.2		0.529	15.6		0.529	15.1		0.529	15.8		0.529	16.0
0.527	16.1		0.527	20.2		0.527	15.6		0.527	15.1		0.527	15.8		0.527	16.0
0.524	16.1		0.524	20.2		0.524	15.6		0.524	15.1		0.524	15.8		0.524	16.0
0.521	16.2		0.521	20.2		0.521	15.6		0.521	15.1		0.521	15.9		0.521	16.0
0.519	16.1		0.519	20.2		0.519	15.6		0.519	15.1		0.519	15.9		0.519	16.0
0.516	16.1		0.516	20.2		0.516	15.6		0.516	15.1		0.516	15.8		0.516	16.0
0.513	16.1		0.513	20.2		0.513	15.6		0.513	15.1		0.513	15.8		0.513	16.0
0.511	16.1		0.511	20.3		0.511	15.6		0.511	15.1		0.511	15.9		0.511	16.0
0.508	16.1		0.508	20.2		0.508	15.6		0.508	15.1		0.508	15.9		0.508	16.0
0.505	16.1		0.505	20.2		0.505	15.6		0.505	15.1		0.505	15.9		0.505	16.0
0.503	16.2		0.503	20.2		0.503	15.6		0.503	15.1		0.503	15.9		0.503	16.0
0.500	16.2		0.500	20.3		0.500	15.6		0.500	15.1		0.500	15.9		0.500	16.1
0.497	16.2		0.497	20.3		0.497	15.6		0.497	15.1		0.497	15.9		0.497	16.1
0.495	16.2		0.495	20.3		0.495	15.6		0.495	15.1		0.495	15.9		0.495	16.1
0.492	16.2		0.492	20.3		0.492	15.6		0.492	15.1		0.492	15.9		0.492	16.1
0.489	16.2		0.489	20.3		0.489	15.6		0.489	15.1		0.489	15.9		0.489	16.1
0.487	16.2		0.487	20.3		0.487	15.6		0.487	15.1		0.487	15.9		0.487	16.0
0.484	16.2		0.484	20.3		0.484	15.6		0.484	15.1		0.484	15.9		0.484	16.1
0.481	16.2		0.481	20.3		0.481	15.6		0.481	15.1		0.481	16.0		0.481	16.1
0.479	16.2		0.479	20.3		0.479	15.6		0.479	15.1		0.479	15.9		0.479	16.1
0.476	16.2		0.476	20.3		0.476	15.6		0.476	15.1		0.476	15.9		0.476	16.1
0.473	16.2		0.473	20.3		0.473	15.6		0.473	15.1		0.473	15.9		0.473	16.1
0.471	16.2		0.471	20.3		0.471	15.6		0.471	15.1		0.471	15.9		0.471	16.1
0.468	16.2		0.468	20.3		0.468	15.6		0.468	15.1		0.468	15.9		0.468	16.1
0.465	16.2		0.465	20.3		0.465	15.6		0.465	15.1		0.465	15.9		0.465	16.1
